3*R,4*R,5*R,6.25*R,7*R,8*R,9*R,10*R,WAVE,HJD,ID
14.23,14.153,14.135,14.133,14.122,14.12,14.139,14.152,R,2022-4-16T17:29:40,3
13.591,13.526,13.493,13.457,13.435,13.419,13.415,13.412,R,2022-4-16T17:29:40,4
11.874,11.815,11.79,11.776,11.77,11.763,11.759,11.756,R,2022-4-16T17:33:28,1
14.123,14.061,14.029,14.016,14.015,14.016,14.009,13.991,R,2022-4-16T17:33:28,2
14.23,14.159,14.133,14.123,14.093,14.07,14.086,14.08,R,2022-4-16T17:33:28,3
13.584,13.524,13.497,13.442,13.415,13.398,13.38,13.374,R,2022-4-16T17:33:28,4
11.859,11.81,11.787,11.772,11.767,11.761,11.758,11.754,R,2022-4-16T17:37:2,1
14.093,14.027,14.004,14.002,13.995,13.989,13.993,13.986,R,2022-4-16T17:37:2,2
14.218,14.168,14.12,14.102,14.095,14.087,14.082,14.084,R,2022-4-16T17:37:2,3
13.565,13.509,13.472,13.439,13.411,13.386,13.372,13.36,R,2022-4-16T17:37:2,4
11.867,11.809,11.783,11.767,11.762,11.755,11.75,11.749,R,2022-4-16T17:40:48,1
14.11,14.049,14.027,14.002,13.997,13.994,13.989,13.985,R,2022-4-16T17:40:48,2
14.221,14.175,14.165,14.159,14.149,14.164,14.154,14.141,R,2022-4-16T17:40:48,3
13.581,13.517,13.479,13.436,13.408,13.393,13.383,13.374,R,2022-4-16T17:40:48,4
11.844,11.796,11.774,11.76,11.752,11.746,11.74,11.734,R,2022-4-16T17:45:9,1
14.089,14.028,13.981,13.974,13.964,13.947,13.941,13.922,R,2022-4-16T17:45:9,2
14.222,14.165,14.152,14.122,14.108,14.103,14.102,14.101,R,2022-4-16T17:45:9,3
13.555,13.508,13.486,13.431,13.396,13.36,13.351,13.345,R,2022-4-16T17:45:9,4
11.848,11.795,11.771,11.756,11.751,11.745,11.739,11.735,R,2022-4-16T17:48:56,1
14.092,14.05,14.03,14.026,14.025,14.007,14.008,13.998,R,2022-4-16T17:48:56,2
14.189,14.132,14.083,14.064,14.044,14.042,14.048,14.015,R,2022-4-16T17:48:56,3
13.572,13.522,13.504,13.469,13.444,13.427,13.414,13.408,R,2022-4-16T17:48:56,4
11.817,11.773,11.755,11.743,11.738,11.732,11.729,11.726,R,2022-4-16T17:53:7,1
14.082,14.041,14.025,14.005,13.992,13.981,13.984,13.966,R,2022-4-16T17:53:7,2
14.202,14.148,14.141,14.131,14.13,14.148,14.154,14.155,R,2022-4-16T17:53:7,3
13.544,13.494,13.474,13.434,13.402,13.382,13.38,13.387,R,2022-4-16T17:53:7,4
11.836,11.784,11.762,11.747,11.741,11.734,11.727,11.723,R,2022-4-16T17:56:50,1
14.098,14.051,14.027,14.017,14.006,14.015,14.037,14.033,R,2022-4-16T17:56:50,2
14.181,14.123,14.112,14.1,14.082,14.093,14.102,14.084,R,2022-4-16T17:56:50,3
13.567,13.512,13.478,13.432,13.404,13.373,13.36,13.351,R,2022-4-16T17:56:50,4
11.808,11.767,11.746,11.733,11.727,11.719,11.713,11.708,R,2022-4-16T18:0:43,1
14.089,14.036,14.019,14.004,14.011,14.025,14.012,14.011,R,2022-4-16T18:0:43,2
14.182,14.141,14.14,14.124,14.128,14.122,14.118,14.131,R,2022-4-16T18:0:43,3
13.532,13.485,13.451,13.413,13.391,13.358,13.339,13.324,R,2022-4-16T18:0:43,4
11.836,11.78,11.755,11.742,11.736,11.731,11.727,11.726,R,2022-4-16T18:4:25,1
14.095,14.035,14.002,13.965,13.952,13.96,13.965,13.963,R,2022-4-16T18:4:25,2
14.187,14.144,14.112,14.096,14.101,14.086,14.086,14.08,R,2022-4-16T18:4:25,3
13.57,13.506,13.475,13.44,13.406,13.372,13.357,13.353,R,2022-4-16T18:4:25,4
11.836,11.775,11.749,11.733,11.726,11.72,11.716,11.713,R,2022-4-16T18:8:34,1
14.121,14.064,14.04,14.007,14.001,13.999,14.004,14.012,R,2022-4-16T18:8:34,2
14.215,14.147,14.128,14.128,14.145,14.167,14.184,14.188,R,2022-4-16T18:8:34,3
13.58,13.522,13.497,13.446,13.416,13.402,13.393,13.398,R,2022-4-16T18:8:34,4
11.797,11.755,11.735,11.722,11.717,11.711,11.707,11.703,R,2022-4-16T18:12:22,1
14.064,14.008,14.007,13.998,13.99,13.999,14.013,14.01,R,2022-4-16T18:12:22,2
14.174,14.137,14.116,14.104,14.097,14.072,14.072,14.061,R,2022-4-16T18:12:22,3
13.537,13.496,13.477,13.438,13.41,13.399,13.4,13.396,R,2022-4-16T18:12:22,4
11.8,11.756,11.735,11.72,11.715,11.707,11.703,11.699,R,2022-4-16T18:16:34,1
14.069,14.013,13.998,13.979,13.972,13.98,13.976,13.972,R,2022-4-16T18:16:34,2
14.186,14.146,14.134,14.113,14.094,14.1,14.081,14.079,R,2022-4-16T18:16:34,3
13.542,13.498,13.478,13.441,13.413,13.398,13.401,13.404,R,2022-4-16T18:16:34,4
11.791,11.747,11.729,11.715,11.709,11.704,11.697,11.692,R,2022-4-16T18:20:50,1
14.057,13.997,13.967,13.955,13.946,13.923,13.911,13.913,R,2022-4-16T18:20:50,2
14.188,14.138,14.121,14.111,14.098,14.09,14.102,14.112,R,2022-4-16T18:20:50,3
13.538,13.492,13.48,13.438,13.411,13.389,13.378,13.365,R,2022-4-16T18:20:50,4
11.803,11.754,11.733,11.721,11.716,11.71,11.707,11.705,R,2022-4-16T18:24:13,1
14.078,14.039,14.023,14.015,14.018,14.005,14.013,13.989,R,2022-4-16T18:24:13,2
14.176,14.129,14.102,14.068,14.056,14.055,14.045,14.033,R,2022-4-16T18:24:13,3
13.546,13.501,13.47,13.437,13.416,13.407,13.407,13.415,R,2022-4-16T18:24:13,4
11.8,11.747,11.726,11.712,11.706,11.701,11.698,11.695,R,2022-4-16T18:27:36,1
14.082,14.046,14.022,14.009,14.007,14.011,14.041,14.038,R,2022-4-16T18:27:36,2
14.174,14.122,14.103,14.073,14.061,14.035,14.028,14.019,R,2022-4-16T18:27:36,3
13.544,13.499,13.477,13.427,13.403,13.377,13.365,13.362,R,2022-4-16T18:27:36,4
11.802,11.755,11.736,11.726,11.723,11.719,11.714,11.714,R,2022-4-16T18:31:2,1
14.075,14.03,14.012,14.012,14.019,14.011,14.007,14.006,R,2022-4-16T18:31:2,2
14.201,14.138,14.116,14.077,14.062,14.039,14.012,14.007,R,2022-4-16T18:31:2,3
13.535,13.486,13.464,13.434,13.411,13.404,13.411,13.413,R,2022-4-16T18:31:2,4
11.788,11.746,11.729,11.717,11.713,11.708,11.705,11.7,R,2022-4-16T18:34:26,1
14.063,14.015,14.003,13.979,13.962,13.955,13.947,13.942,R,2022-4-16T18:34:26,2
14.18,14.126,14.103,14.103,14.09,14.096,14.108,14.099,R,2022-4-16T18:34:26,3
13.537,13.498,13.468,13.427,13.396,13.373,13.352,13.336,R,2022-4-16T18:34:26,4
11.813,11.761,11.741,11.727,11.721,11.715,11.712,11.71,R,2022-4-16T18:37:49,1
14.085,14.025,14.002,13.998,13.992,14.008,14.035,14.048,R,2022-4-16T18:37:49,2
14.172,14.125,14.121,14.096,14.094,14.105,14.106,14.111,R,2022-4-16T18:37:49,3
13.547,13.491,13.46,13.413,13.384,13.377,13.359,13.359,R,2022-4-16T18:37:49,4
11.818,11.767,11.746,11.733,11.725,11.72,11.715,11.709,R,2022-4-16T18:40:59,1
14.083,14.043,14.027,14.023,14.023,14.017,14.034,14.06,R,2022-4-16T18:40:59,2
14.155,14.101,14.078,14.087,14.086,14.094,14.104,14.072,R,2022-4-16T18:40:59,3
13.548,13.496,13.469,13.426,13.397,13.373,13.359,13.344,R,2022-4-16T18:40:59,4
11.817,11.767,11.745,11.732,11.727,11.72,11.717,11.715,R,2022-4-16T18:44:33,1
14.093,14.039,14.006,13.987,13.991,13.991,13.982,13.983,R,2022-4-16T18:44:33,2
14.185,14.131,14.116,14.121,14.127,14.121,14.118,14.11,R,2022-4-16T18:44:33,3
13.542,13.492,13.463,13.429,13.395,13.36,13.369,13.369,R,2022-4-16T18:44:33,4
11.817,11.77,11.751,11.738,11.732,11.727,11.725,11.723,R,2022-4-16T18:48:40,1
14.076,14.026,14.007,13.988,13.972,13.96,13.956,13.964,R,2022-4-16T18:48:40,2
14.161,14.109,14.104,14.079,14.07,14.065,14.087,14.073,R,2022-4-16T18:48:40,3
13.546,13.49,13.464,13.435,13.411,13.394,13.38,13.377,R,2022-4-16T18:48:40,4
11.83,11.778,11.755,11.741,11.736,11.731,11.731,11.73,R,2022-4-16T18:52:15,1
14.093,14.027,13.998,13.982,13.976,13.966,13.967,13.956,R,2022-4-16T18:52:15,2
14.183,14.14,14.123,14.121,14.103,14.091,14.092,14.125,R,2022-4-16T18:52:15,3
13.541,13.489,13.469,13.439,13.414,13.394,13.382,13.374,R,2022-4-16T18:52:15,4
11.829,11.785,11.765,11.751,11.746,11.74,11.736,11.732,R,2022-4-16T18:55:46,1
14.086,14.043,14.018,14.017,14.019,14.013,14.001,14.028,R,2022-4-16T18:55:46,2
14.163,14.119,14.107,14.074,14.062,14.045,14.031,14.032,R,2022-4-16T18:55:46,3
13.539,13.494,13.469,13.422,13.393,13.37,13.363,13.365,R,2022-4-16T18:55:46,4
11.853,11.801,11.781,11.766,11.761,11.755,11.748,11.745,R,2022-4-16T18:59:19,1
14.106,14.057,14.034,14.025,14.027,14.023,14.026,14.015,R,2022-4-16T18:59:19,2
14.144,14.098,14.076,14.064,14.065,14.059,14.057,14.05,R,2022-4-16T18:59:19,3
13.527,13.468,13.438,13.393,13.363,13.335,13.325,13.316,R,2022-4-16T18:59:19,4
11.896,11.827,11.798,11.782,11.775,11.77,11.766,11.765,R,2022-4-16T19:2:41,1
14.113,14.035,13.996,13.991,13.998,14.018,14.022,14.022,R,2022-4-16T19:2:41,2
14.192,14.121,14.101,14.076,14.075,14.086,14.07,14.068,R,2022-4-16T19:2:41,3
13.579,13.505,13.462,13.411,13.385,13.368,13.362,13.358,R,2022-4-16T19:2:41,4
11.861,11.815,11.796,11.783,11.778,11.773,11.769,11.766,R,2022-4-16T19:6:39,1
14.065,14.014,13.991,13.978,13.986,13.987,13.966,13.968,R,2022-4-16T19:6:39,2
14.137,14.097,14.076,14.07,14.069,14.054,14.023,14.02,R,2022-4-16T19:6:39,3
13.541,13.493,13.471,13.432,13.413,13.389,13.392,13.395,R,2022-4-16T19:6:39,4
11.892,11.839,11.82,11.805,11.799,11.792,11.789,11.789,R,2022-4-16T19:10:5,1
14.064,14.007,13.995,13.998,13.997,14.001,13.996,13.981,R,2022-4-16T19:10:5,2
14.193,14.147,14.124,14.119,14.116,14.125,14.136,14.146,R,2022-4-16T19:10:5,3
13.532,13.48,13.467,13.439,13.407,13.395,13.404,13.407,R,2022-4-16T19:10:5,4
11.957,11.905,11.886,11.871,11.866,11.86,11.856,11.854,R,2022-4-16T19:16:52,1
14.096,14.031,14.001,13.996,13.99,13.98,13.966,13.954,R,2022-4-16T19:16:52,2
14.233,14.179,14.142,14.135,14.136,14.128,14.12,14.13,R,2022-4-16T19:16:52,3
13.567,13.512,13.488,13.447,13.426,13.415,13.404,13.402,R,2022-4-16T19:16:52,4
12.111,11.99,11.937,11.906,11.897,11.891,11.887,11.885,R,2022-4-16T19:20:24,1
14.249,14.12,14.059,14.041,14.031,14.007,14.015,14.024,R,2022-4-16T19:20:24,2
14.328,14.206,14.172,14.155,14.161,14.175,14.194,14.205,R,2022-4-16T19:20:24,3
13.707,13.581,13.52,13.473,13.441,13.419,13.412,13.402,R,2022-4-16T19:20:24,4
12.121,11.996,11.945,11.919,11.909,11.901,11.893,11.889,R,2022-4-16T19:23:57,1
14.234,14.114,14.069,14.027,14.01,14.003,13.996,14.008,R,2022-4-16T19:23:57,2
14.336,14.218,14.167,14.144,14.135,14.121,14.114,14.103,R,2022-4-16T19:23:57,3
13.721,13.584,13.518,13.468,13.439,13.42,13.398,13.39,R,2022-4-16T19:23:57,4
12.088,11.99,11.949,11.927,11.921,11.915,11.909,11.903,R,2022-4-16T19:27:57,1
14.188,14.087,14.055,14.025,14.018,14.037,14.031,14.024,R,2022-4-16T19:27:57,2
14.308,14.198,14.161,14.134,14.124,14.125,14.133,14.151,R,2022-4-16T19:27:57,3
13.657,13.556,13.508,13.457,13.435,13.418,13.416,13.421,R,2022-4-16T19:27:57,4
12.14,12.026,11.981,11.957,11.951,11.944,11.941,11.938,R,2022-4-16T19:31:29,1
14.187,14.07,14.025,14.002,13.984,13.979,13.983,13.984,R,2022-4-16T19:31:29,2
14.312,14.199,14.14,14.115,14.102,14.1,14.08,14.081,R,2022-4-16T19:31:29,3
13.685,13.57,13.514,13.459,13.443,13.425,13.404,13.398,R,2022-4-16T19:31:29,4
12.173,12.05,11.998,11.973,11.966,11.96,11.956,11.954,R,2022-4-16T19:34:57,1
14.249,14.13,14.095,14.073,14.076,14.085,14.101,14.093,R,2022-4-16T19:34:57,2
14.316,14.209,14.157,14.131,14.128,14.117,14.134,14.141,R,2022-4-16T19:34:57,3
13.69,13.557,13.493,13.44,13.423,13.411,13.397,13.391,R,2022-4-16T19:34:57,4
12.144,12.039,11.998,11.977,11.969,11.963,11.959,11.957,R,2022-4-16T19:38:20,1
14.196,14.099,14.063,14.038,14.03,14.03,14.032,14.036,R,2022-4-16T19:38:20,2
14.298,14.196,14.162,14.153,14.131,14.12,14.122,14.119,R,2022-4-16T19:38:20,3
13.669,13.549,13.488,13.437,13.403,13.372,13.358,13.352,R,2022-4-16T19:38:20,4
12.294,12.125,12.056,12.018,12.005,11.995,11.992,11.99,R,2022-4-16T19:41:51,1
14.314,14.148,14.076,14.045,14.032,14.04,14.035,14.03,R,2022-4-16T19:41:51,2
14.436,14.291,14.226,14.187,14.175,14.166,14.165,14.172,R,2022-4-16T19:41:51,3
13.787,13.614,13.538,13.487,13.471,13.462,13.465,13.467,R,2022-4-16T19:41:51,4
12.238,12.103,12.049,12.02,12.012,12.004,11.997,11.989,R,2022-4-16T19:45:11,1
14.245,14.118,14.07,14.029,14.028,14.019,14.001,13.999,R,2022-4-16T19:45:11,2
14.33,14.187,14.128,14.097,14.086,14.065,14.05,14.058,R,2022-4-16T19:45:11,3
13.688,13.537,13.454,13.374,13.319,13.264,13.228,13.195,R,2022-4-16T19:45:11,4
12.205,12.09,12.044,12.019,12.012,12.007,12.003,12.001,R,2022-4-16T19:48:31,1
14.22,14.114,14.062,14.039,14.024,14.021,14,14.005,R,2022-4-16T19:48:31,2
14.309,14.187,14.135,14.134,14.123,14.112,14.106,14.106,R,2022-4-16T19:48:31,3
13.659,13.536,13.485,13.438,13.409,13.39,13.381,13.376,R,2022-4-16T19:48:31,4
12.233,12.106,12.059,12.034,12.025,12.015,12.009,12.002,R,2022-4-16T19:51:52,1
14.209,14.069,14.021,13.996,13.977,13.982,13.962,13.975,R,2022-4-16T19:51:52,2
14.315,14.187,14.156,14.133,14.115,14.106,14.114,14.081,R,2022-4-16T19:51:52,3
13.67,13.535,13.479,13.434,13.413,13.391,13.394,13.401,R,2022-4-16T19:51:52,4
12.245,12.117,12.077,12.061,12.059,12.058,12.058,12.058,R,2022-4-16T19:55:2,1
14.209,14.087,14.042,14.016,14.003,13.983,13.947,13.92,R,2022-4-16T19:55:2,2
14.335,14.21,14.168,14.144,14.128,14.128,14.134,14.153,R,2022-4-16T19:55:2,3
13.662,13.535,13.49,13.451,13.426,13.41,13.411,13.402,R,2022-4-16T19:55:2,4
12.292,12.135,12.081,12.054,12.046,12.034,12.026,12.02,R,2022-4-16T19:59:40,1
14.286,14.116,14.06,14.032,14.016,14.014,14.018,13.997,R,2022-4-16T19:59:40,2
14.353,14.187,14.141,14.103,14.104,14.105,14.097,14.094,R,2022-4-16T19:59:40,3
13.702,13.539,13.478,13.424,13.41,13.394,13.387,13.386,R,2022-4-16T19:59:40,4
12.264,12.132,12.083,12.059,12.051,12.044,12.039,12.035,R,2022-4-16T20:3:10,1
14.227,14.085,14.021,13.994,13.984,13.977,13.963,13.93,R,2022-4-16T20:3:10,2
14.326,14.226,14.209,14.218,14.168,14.148,14.127,14.095,R,2022-4-16T20:3:10,3
13.666,13.534,13.482,13.44,13.416,13.393,13.382,13.385,R,2022-4-16T20:3:10,4
12.272,12.14,12.089,12.064,12.056,12.046,12.041,12.035,R,2022-4-16T20:6:30,1
14.259,14.123,14.075,14.065,14.05,14.034,14.026,14.045,R,2022-4-16T20:6:30,2
14.303,14.167,14.1,14.056,14.015,13.97,13.933,13.91,R,2022-4-16T20:6:30,3
13.678,13.534,13.469,13.415,13.388,13.362,13.341,13.334,R,2022-4-16T20:6:30,4
12.243,12.124,12.079,12.058,12.05,12.043,12.038,12.034,R,2022-4-16T20:10:57,1
14.24,14.101,14.054,14.032,14.022,14.015,14.013,14.002,R,2022-4-16T20:10:57,2
14.302,14.2,14.159,14.162,14.172,14.18,14.207,14.238,R,2022-4-16T20:10:57,3
13.651,13.522,13.469,13.43,13.412,13.386,13.37,13.351,R,2022-4-16T20:10:57,4
12.242,12.119,12.073,12.047,12.04,12.033,12.032,12.03,R,2022-4-16T20:14:16,1
14.183,14.047,13.992,13.938,13.905,13.872,13.819,13.768,R,2022-4-16T20:14:16,2
14.291,14.169,14.134,14.134,14.146,14.129,14.118,14.111,R,2022-4-16T20:14:16,3
13.655,13.519,13.466,13.429,13.405,13.394,13.397,13.409,R,2022-4-16T20:14:16,4
12.261,12.133,12.085,12.058,12.049,12.045,12.037,12.035,R,2022-4-16T20:17:35,1
14.214,14.106,14.055,14.052,14.065,14.077,14.084,14.082,R,2022-4-16T20:17:35,2
14.296,14.167,14.112,14.09,14.071,14.079,14.08,14.113,R,2022-4-16T20:17:35,3
13.657,13.526,13.47,13.417,13.391,13.361,13.337,13.328,R,2022-4-16T20:17:35,4
12.225,12.116,12.072,12.052,12.044,12.039,12.037,12.034,R,2022-4-16T20:20:55,1
14.147,14.035,13.979,13.947,13.938,13.93,13.946,13.96,R,2022-4-16T20:20:55,2
14.281,14.179,14.136,14.097,14.077,14.058,14.065,14.069,R,2022-4-16T20:20:55,3
13.666,13.552,13.49,13.447,13.433,13.411,13.407,13.411,R,2022-4-16T20:20:55,4
12.223,12.114,12.069,12.043,12.034,12.027,12.023,12.015,R,2022-4-16T20:24:13,1
14.173,14.068,14.023,13.998,13.983,13.97,13.948,13.946,R,2022-4-16T20:24:13,2
14.28,14.179,14.144,14.128,14.111,14.083,14.063,14.045,R,2022-4-16T20:24:13,3
13.655,13.536,13.474,13.435,13.407,13.381,13.369,13.367,R,2022-4-16T20:24:13,4
12.202,12.089,12.044,12.027,12.02,12.016,12.019,12.02,R,2022-4-16T20:30:49,1
14.166,14.05,14.012,13.99,13.985,13.98,14.006,13.994,R,2022-4-16T20:30:49,2
14.29,14.173,14.152,14.155,14.165,14.162,14.151,14.149,R,2022-4-16T20:30:49,3
13.604,13.472,13.404,13.332,13.301,13.266,13.245,13.231,R,2022-4-16T20:30:49,4
12.199,12.066,12.006,11.976,11.968,11.957,11.945,11.943,R,2022-4-16T20:34:7,1
14.176,14.049,14.006,13.977,13.988,14.002,14.019,14.029,R,2022-4-16T20:34:7,2
14.316,14.184,14.116,14.102,14.1,14.101,14.085,14.084,R,2022-4-16T20:34:7,3
13.652,13.511,13.446,13.391,13.375,13.35,13.328,13.323,R,2022-4-16T20:34:7,4
12.147,12.03,11.986,11.963,11.954,11.944,11.935,11.93,R,2022-4-16T20:37:25,1
14.164,14.057,14.02,13.991,13.982,13.984,14.002,13.984,R,2022-4-16T20:37:25,2
14.291,14.176,14.129,14.105,14.088,14.064,14.054,14.034,R,2022-4-16T20:37:25,3
13.644,13.513,13.456,13.407,13.378,13.363,13.353,13.349,R,2022-4-16T20:37:25,4
12.135,12.014,11.963,11.939,11.928,11.919,11.91,11.906,R,2022-4-16T20:41:27,1
14.167,14.051,14.003,13.974,13.971,13.966,13.983,13.989,R,2022-4-16T20:41:27,2
14.275,14.146,14.108,14.088,14.075,14.07,14.084,14.114,R,2022-4-16T20:41:27,3
13.643,13.511,13.465,13.425,13.399,13.383,13.376,13.383,R,2022-4-16T20:41:27,4
12.112,11.99,11.945,11.926,11.921,11.914,11.911,11.909,R,2022-4-16T20:44:47,1
14.144,14.025,13.991,13.982,13.994,13.973,13.992,14.002,R,2022-4-16T20:44:47,2
14.311,14.2,14.185,14.217,14.244,14.29,14.338,14.4,R,2022-4-16T20:44:47,3
13.653,13.524,13.471,13.431,13.41,13.407,13.391,13.405,R,2022-4-16T20:44:47,4
12.104,11.994,11.955,11.931,11.918,11.905,11.895,11.888,R,2022-4-16T20:48:5,1
14.192,14.082,14.032,14.015,14.022,14.022,14.025,14.03,R,2022-4-16T20:48:5,2
14.283,14.174,14.119,14.108,14.106,14.112,14.096,14.083,R,2022-4-16T20:48:5,3
13.632,13.527,13.48,13.435,13.414,13.402,13.387,13.365,R,2022-4-16T20:48:5,4
12.11,11.988,11.945,11.919,11.911,11.9,11.892,11.884,R,2022-4-16T20:51:26,1
14.2,14.073,14.049,14.043,14.018,13.996,13.99,13.987,R,2022-4-16T20:51:26,2
14.278,14.156,14.107,14.079,14.07,14.053,14.035,14.035,R,2022-4-16T20:51:26,3
13.644,13.521,13.473,13.432,13.411,13.39,13.383,13.382,R,2022-4-16T20:51:26,4
12.104,11.975,11.928,11.905,11.898,11.889,11.88,11.877,R,2022-4-16T20:56:4,1
14.232,14.082,14.026,14,13.99,14.007,14.031,14.049,R,2022-4-16T20:56:4,2
14.318,14.197,14.154,14.127,14.125,14.131,14.146,14.128,R,2022-4-16T20:56:4,3
13.663,13.543,13.491,13.449,13.43,13.414,13.405,13.417,R,2022-4-16T20:56:4,4
12.12,11.975,11.919,11.895,11.89,11.886,11.883,11.88,R,2022-4-16T20:59:26,1
14.274,14.119,14.049,14.026,14.032,14.025,14.019,14.023,R,2022-4-16T20:59:26,2
14.375,14.243,14.195,14.18,14.189,14.195,14.219,14.244,R,2022-4-16T20:59:26,3
13.698,13.542,13.482,13.44,13.415,13.389,13.381,13.37,R,2022-4-16T20:59:26,4
12.117,11.965,11.906,11.877,11.868,11.86,11.857,11.857,R,2022-4-16T21:3:36,1
14.254,14.104,14.04,14.008,14.011,14.002,14,14.006,R,2022-4-16T21:3:36,2
14.397,14.255,14.221,14.243,14.258,14.241,14.205,14.17,R,2022-4-16T21:3:36,3
13.714,13.564,13.494,13.451,13.424,13.394,13.382,13.378,R,2022-4-16T21:3:36,4
12.115,11.957,11.888,11.855,11.847,11.839,11.831,11.825,R,2022-4-16T21:6:57,1
14.282,14.116,14.064,14.019,14.005,14.004,13.999,14.015,R,2022-4-16T21:6:57,2
14.326,14.141,14.074,14.025,14.003,13.968,13.932,13.92,R,2022-4-16T21:6:57,3
13.736,13.573,13.497,13.451,13.423,13.402,13.395,13.408,R,2022-4-16T21:6:57,4
12.083,11.925,11.864,11.839,11.832,11.826,11.821,11.82,R,2022-4-16T21:10:55,1
14.288,14.109,14.02,13.964,13.942,13.914,13.9,13.879,R,2022-4-16T21:10:55,2
14.308,14.142,14.056,13.982,13.918,13.836,13.791,13.749,R,2022-4-16T21:10:55,3
13.727,13.565,13.497,13.456,13.432,13.413,13.412,13.398,R,2022-4-16T21:10:55,4
12.084,11.92,11.851,11.823,11.816,11.811,11.808,11.806,R,2022-4-16T21:14:17,1
14.298,14.13,14.049,14.033,14.042,14.051,14.05,14.057,R,2022-4-16T21:14:17,2
14.35,14.163,14.08,14.012,13.983,13.955,13.917,13.877,R,2022-4-16T21:14:17,3
13.733,13.576,13.509,13.459,13.43,13.414,13.395,13.389,R,2022-4-16T21:14:17,4
12.087,11.91,11.843,11.816,11.81,11.805,11.801,11.801,R,2022-4-16T21:17:38,1
14.353,14.161,14.077,14.052,14.049,14.044,14.058,14.044,R,2022-4-16T21:17:38,2
14.363,14.178,14.092,14.067,14.058,14.045,14.041,14.02,R,2022-4-16T21:17:38,3
13.777,13.592,13.511,13.46,13.436,13.421,13.418,13.409,R,2022-4-16T21:17:38,4
12.115,11.923,11.84,11.8,11.79,11.781,11.777,11.772,R,2022-4-16T21:21:51,1
14.346,14.171,14.099,14.072,14.078,14.097,14.078,14.041,R,2022-4-16T21:21:51,2
14.432,14.238,14.165,14.141,14.12,14.105,14.123,14.121,R,2022-4-16T21:21:51,3
13.781,13.598,13.511,13.464,13.443,13.424,13.421,13.418,R,2022-4-16T21:21:51,4
12.097,11.905,11.822,11.788,11.778,11.769,11.766,11.761,R,2022-4-16T21:25:11,1
14.327,14.127,14.051,14.017,14.01,13.991,13.981,13.964,R,2022-4-16T21:25:11,2
14.459,14.252,14.167,14.14,14.144,14.15,14.149,14.168,R,2022-4-16T21:25:11,3
13.796,13.601,13.515,13.466,13.443,13.432,13.425,13.437,R,2022-4-16T21:25:11,4
12.085,11.894,11.813,11.778,11.771,11.766,11.761,11.757,R,2022-4-16T21:28:31,1
14.336,14.126,14.032,13.977,13.959,13.938,13.934,13.939,R,2022-4-16T21:28:31,2
14.417,14.24,14.174,14.143,14.128,14.127,14.122,14.132,R,2022-4-16T21:28:31,3
13.779,13.58,13.481,13.43,13.402,13.377,13.362,13.355,R,2022-4-16T21:28:31,4
12.075,11.891,11.806,11.771,11.762,11.757,11.75,11.748,R,2022-4-16T21:31:51,1
14.355,14.167,14.09,14.043,14.039,14.048,14.055,14.084,R,2022-4-16T21:31:51,2
14.443,14.278,14.196,14.179,14.164,14.161,14.154,14.141,R,2022-4-16T21:31:51,3
13.802,13.612,13.526,13.476,13.449,13.431,13.42,13.42,R,2022-4-16T21:31:51,4
12.083,11.884,11.798,11.76,11.75,11.742,11.737,11.733,R,2022-4-16T21:35:12,1
14.386,14.182,14.082,14.052,14.038,14.018,14.01,13.996,R,2022-4-16T21:35:12,2
14.456,14.281,14.212,14.165,14.158,14.159,14.167,14.137,R,2022-4-16T21:35:12,3
13.807,13.601,13.506,13.453,13.43,13.419,13.418,13.409,R,2022-4-16T21:35:12,4
12.061,11.87,11.795,11.762,11.754,11.75,11.746,11.745,R,2022-4-16T21:38:32,1
14.342,14.14,14.06,14.042,14.027,14.017,14.018,14.024,R,2022-4-16T21:38:32,2
14.413,14.23,14.18,14.153,14.15,14.148,14.14,14.146,R,2022-4-16T21:38:32,3
13.797,13.601,13.516,13.471,13.456,13.435,13.435,13.439,R,2022-4-16T21:38:32,4
11.778,11.747,11.731,11.721,11.714,11.708,11.705,11.701,R,2022-4-16T21:42:15,1
14.08,14.04,14.023,14.002,13.992,13.974,13.954,13.927,R,2022-4-16T21:42:15,2
14.176,14.129,14.11,14.09,14.085,14.087,14.072,14.052,R,2022-4-16T21:42:15,3
13.542,13.513,13.495,13.46,13.427,13.411,13.413,13.404,R,2022-4-16T21:42:15,4
11.783,11.745,11.729,11.718,11.713,11.709,11.707,11.704,R,2022-4-16T21:45:59,1
14.088,14.043,14.016,13.988,13.983,13.978,13.98,13.992,R,2022-4-16T21:45:59,2
14.203,14.163,14.159,14.154,14.14,14.128,14.105,14.099,R,2022-4-16T21:45:59,3
13.559,13.513,13.489,13.451,13.425,13.407,13.399,13.393,R,2022-4-16T21:45:59,4
11.784,11.749,11.734,11.723,11.718,11.714,11.71,11.707,R,2022-4-16T21:49:42,1
14.088,14.041,14.016,13.984,13.978,13.979,13.989,13.981,R,2022-4-16T21:49:42,2
14.181,14.134,14.108,14.087,14.065,14.042,14.028,14,R,2022-4-16T21:49:42,3
13.547,13.512,13.485,13.431,13.409,13.396,13.387,13.387,R,2022-4-16T21:49:42,4
11.796,11.752,11.735,11.724,11.718,11.713,11.71,11.707,R,2022-4-16T21:54:23,1
14.1,14.045,14.015,13.998,13.978,13.962,13.944,13.911,R,2022-4-16T21:54:23,2
