3*R,4*R,5*R,6.25*R,7*R,8*R,9*R,10*R,WAVE,HJD,ID
14.586,14.545,14.514,14.51,14.52,14.535,14.524,14.542,V,2022-4-16T19:22:55,3
13.859,13.801,13.771,13.737,13.716,13.713,13.713,13.708,V,2022-4-16T19:22:55,4
12.827,12.747,12.712,12.685,12.677,12.667,12.661,12.66,V,2022-4-16T19:26:55,1
14.436,14.362,14.338,14.325,14.312,14.314,14.296,14.288,V,2022-4-16T19:26:55,2
14.63,14.549,14.529,14.515,14.508,14.495,14.502,14.498,V,2022-4-16T19:26:55,3
13.899,13.816,13.771,13.73,13.703,13.674,13.66,13.651,V,2022-4-16T19:26:55,4
12.803,12.757,12.741,12.738,12.737,12.736,12.735,12.733,V,2022-4-16T19:30:27,1
14.414,14.379,14.368,14.377,14.407,14.395,14.427,14.452,V,2022-4-16T19:30:27,2
14.584,14.544,14.529,14.528,14.515,14.508,14.542,14.532,V,2022-4-16T19:30:27,3
13.83,13.791,13.772,13.747,13.731,13.74,13.728,13.74,V,2022-4-16T19:30:27,4
12.838,12.775,12.75,12.734,12.722,12.713,12.712,12.705,V,2022-4-16T19:33:55,1
14.417,14.349,14.32,14.306,14.295,14.301,14.313,14.318,V,2022-4-16T19:33:55,2
14.595,14.532,14.515,14.49,14.495,14.526,14.503,14.493,V,2022-4-16T19:33:55,3
13.852,13.786,13.752,13.719,13.709,13.71,13.708,13.724,V,2022-4-16T19:33:55,4
12.867,12.797,12.768,12.757,12.753,12.753,12.75,12.75,V,2022-4-16T19:37:18,1
14.429,14.352,14.319,14.321,14.307,14.302,14.313,14.297,V,2022-4-16T19:37:18,2
14.611,14.532,14.488,14.47,14.455,14.462,14.471,14.465,V,2022-4-16T19:37:18,3
13.868,13.792,13.766,13.732,13.713,13.696,13.683,13.665,V,2022-4-16T19:37:18,4
12.89,12.821,12.797,12.783,12.782,12.772,12.771,12.769,V,2022-4-16T19:40:49,1
14.407,14.336,14.312,14.285,14.258,14.259,14.244,14.244,V,2022-4-16T19:40:49,2
14.633,14.563,14.529,14.488,14.491,14.486,14.465,14.434,V,2022-4-16T19:40:49,3
13.875,13.8,13.775,13.743,13.734,13.736,13.743,13.759,V,2022-4-16T19:40:49,4
12.922,12.834,12.803,12.781,12.773,12.773,12.771,12.768,V,2022-4-16T19:44:9,1
14.454,14.355,14.341,14.32,14.289,14.274,14.276,14.272,V,2022-4-16T19:44:9,2
14.643,14.531,14.491,14.499,14.482,14.477,14.52,14.539,V,2022-4-16T19:44:9,3
13.829,13.735,13.698,13.666,13.644,13.616,13.597,13.575,V,2022-4-16T19:44:9,4
12.95,12.858,12.824,12.806,12.805,12.795,12.792,12.793,V,2022-4-16T19:47:28,1
14.47,14.377,14.355,14.314,14.33,14.329,14.351,14.346,V,2022-4-16T19:47:28,2
14.64,14.539,14.49,14.453,14.442,14.432,14.461,14.465,V,2022-4-16T19:47:28,3
13.89,13.78,13.731,13.688,13.658,13.617,13.595,13.577,V,2022-4-16T19:47:28,4
12.914,12.852,12.827,12.812,12.803,12.786,12.776,12.769,V,2022-4-16T19:50:49,1
14.42,14.352,14.328,14.321,14.323,14.323,14.308,14.291,V,2022-4-16T19:50:49,2
14.572,14.522,14.488,14.487,14.482,14.486,14.476,14.48,V,2022-4-16T19:50:49,3
13.834,13.77,13.749,13.699,13.684,13.67,13.654,13.65,V,2022-4-16T19:50:49,4
12.919,12.865,12.842,12.834,12.835,12.834,12.838,12.851,V,2022-4-16T19:54:0,1
14.434,14.381,14.38,14.375,14.364,14.344,14.354,14.361,V,2022-4-16T19:54:0,2
14.577,14.513,14.471,14.461,14.482,14.513,14.544,14.579,V,2022-4-16T19:54:0,3
13.832,13.782,13.757,13.733,13.724,13.708,13.703,13.692,V,2022-4-16T19:54:0,4
12.947,12.866,12.835,12.812,12.8,12.786,12.767,12.754,V,2022-4-16T19:58:38,1
14.427,14.345,14.33,14.344,14.358,14.366,14.371,14.388,V,2022-4-16T19:58:38,2
14.601,14.525,14.508,14.493,14.484,14.475,14.467,14.458,V,2022-4-16T19:58:38,3
13.863,13.763,13.721,13.683,13.667,13.666,13.664,13.675,V,2022-4-16T19:58:38,4
13.005,12.891,12.861,12.84,12.833,12.83,12.824,12.818,V,2022-4-16T20:2:7,1
14.479,14.36,14.324,14.318,14.317,14.312,14.301,14.312,V,2022-4-16T20:2:7,2
14.697,14.607,14.611,14.632,14.657,14.655,14.738,14.808,V,2022-4-16T20:2:7,3
13.9,13.782,13.743,13.717,13.697,13.673,13.657,13.64,V,2022-4-16T20:2:7,4
12.967,12.878,12.847,12.829,12.822,12.818,12.81,12.797,V,2022-4-16T20:5:28,1
14.438,14.352,14.325,14.319,14.32,14.313,14.312,14.311,V,2022-4-16T20:5:28,2
14.581,14.482,14.422,14.371,14.308,14.17,14.09,14.043,V,2022-4-16T20:5:28,3
13.865,13.765,13.721,13.676,13.653,13.638,13.633,13.628,V,2022-4-16T20:5:28,4
12.967,12.887,12.86,12.839,12.83,12.822,12.821,12.811,V,2022-4-16T20:9:54,1
14.487,14.436,14.449,14.517,14.575,14.631,14.65,14.632,V,2022-4-16T20:9:54,2
14.613,14.541,14.523,14.51,14.49,14.505,14.498,14.489,V,2022-4-16T20:9:54,3
13.871,13.782,13.747,13.724,13.704,13.678,13.661,13.658,V,2022-4-16T20:9:54,4
12.978,12.885,12.854,12.838,12.833,12.827,12.822,12.819,V,2022-4-16T20:13:14,1
14.371,14.252,14.186,14.11,14.068,13.975,13.915,13.877,V,2022-4-16T20:13:14,2
14.623,14.521,14.478,14.454,14.456,14.422,14.432,14.43,V,2022-4-16T20:13:14,3
13.878,13.783,13.744,13.716,13.702,13.688,13.694,13.691,V,2022-4-16T20:13:14,4
13.01,12.908,12.868,12.84,12.833,12.825,12.818,12.811,V,2022-4-16T20:16:33,1
14.469,14.365,14.313,14.31,14.299,14.289,14.293,14.289,V,2022-4-16T20:16:33,2
14.695,14.604,14.555,14.54,14.535,14.507,14.524,14.532,V,2022-4-16T20:16:33,3
13.893,13.793,13.749,13.704,13.692,13.687,13.672,13.664,V,2022-4-16T20:16:33,4
12.961,12.879,12.849,12.827,12.822,12.82,12.808,12.805,V,2022-4-16T20:19:52,1
14.413,14.317,14.272,14.255,14.237,14.233,14.24,14.238,V,2022-4-16T20:19:52,2
14.624,14.533,14.494,14.483,14.45,14.421,14.413,14.416,V,2022-4-16T20:19:52,3
13.871,13.788,13.745,13.715,13.703,13.693,13.683,13.686,V,2022-4-16T20:19:52,4
12.924,12.867,12.849,12.838,12.833,12.833,12.827,12.828,V,2022-4-16T20:23:11,1
14.463,14.421,14.399,14.392,14.398,14.384,14.396,14.429,V,2022-4-16T20:23:11,2
14.583,14.526,14.522,14.55,14.569,14.571,14.56,14.564,V,2022-4-16T20:23:11,3
13.825,13.757,13.724,13.696,13.666,13.658,13.643,13.62,V,2022-4-16T20:23:11,4
12.928,12.858,12.836,12.825,12.821,12.817,12.817,12.813,V,2022-4-16T20:26:29,1
14.441,14.371,14.341,14.323,14.323,14.305,14.307,14.325,V,2022-4-16T20:26:29,2
14.594,14.532,14.476,14.474,14.473,14.467,14.5,14.47,V,2022-4-16T20:26:29,3
13.849,13.77,13.727,13.692,13.671,13.64,13.621,13.61,V,2022-4-16T20:26:29,4
12.899,12.831,12.802,12.78,12.771,12.762,12.754,12.746,V,2022-4-16T20:29:46,1
14.434,14.349,14.347,14.355,14.375,14.382,14.378,14.413,V,2022-4-16T20:29:46,2
14.586,14.521,14.511,14.488,14.456,14.436,14.449,14.448,V,2022-4-16T20:29:46,3
13.858,13.797,13.772,13.764,13.76,13.75,13.745,13.734,V,2022-4-16T20:29:46,4
12.899,12.829,12.806,12.789,12.781,12.768,12.76,12.756,V,2022-4-16T20:33:4,1
14.4,14.343,14.324,14.288,14.289,14.27,14.283,14.262,V,2022-4-16T20:33:4,2
14.567,14.515,14.496,14.484,14.485,14.463,14.425,14.385,V,2022-4-16T20:33:4,3
13.859,13.79,13.778,13.75,13.742,13.737,13.73,13.743,V,2022-4-16T20:33:4,4
12.887,12.817,12.791,12.781,12.777,12.775,12.778,12.781,V,2022-4-16T20:36:23,1
14.419,14.325,14.302,14.314,14.318,14.32,14.333,14.356,V,2022-4-16T20:36:23,2
14.62,14.536,14.501,14.477,14.482,14.468,14.491,14.501,V,2022-4-16T20:36:23,3
13.871,13.791,13.757,13.713,13.694,13.668,13.667,13.658,V,2022-4-16T20:36:23,4
12.842,12.786,12.767,12.755,12.752,12.75,12.751,12.747,V,2022-4-16T20:40:25,1
14.368,14.316,14.291,14.281,14.283,14.299,14.27,14.274,V,2022-4-16T20:40:25,2
14.572,14.494,14.468,14.438,14.445,14.44,14.431,14.437,V,2022-4-16T20:40:25,3
13.81,13.753,13.73,13.705,13.691,13.671,13.657,13.666,V,2022-4-16T20:40:25,4
12.811,12.76,12.743,12.734,12.731,12.721,12.722,12.716,V,2022-4-16T20:43:44,1
14.387,14.337,14.321,14.3,14.28,14.28,14.275,14.268,V,2022-4-16T20:43:44,2
14.577,14.526,14.489,14.468,14.45,14.439,14.408,14.39,V,2022-4-16T20:43:44,3
13.802,13.74,13.713,13.688,13.674,13.668,13.654,13.652,V,2022-4-16T20:43:44,4
12.786,12.732,12.708,12.685,12.676,12.66,12.636,12.617,V,2022-4-16T20:50:24,1
14.406,14.361,14.315,14.303,14.283,14.234,14.243,14.224,V,2022-4-16T20:50:24,2
14.59,14.545,14.514,14.507,14.524,14.514,14.545,14.569,V,2022-4-16T20:50:24,3
13.817,13.762,13.741,13.719,13.705,13.704,13.7,13.689,V,2022-4-16T20:50:24,4
12.781,12.728,12.708,12.692,12.687,12.68,12.674,12.673,V,2022-4-16T20:55:2,1
14.397,14.342,14.314,14.29,14.283,14.294,14.263,14.257,V,2022-4-16T20:55:2,2
14.61,14.545,14.526,14.502,14.489,14.48,14.491,14.506,V,2022-4-16T20:55:2,3
13.822,13.761,13.736,13.714,13.698,13.674,13.653,13.645,V,2022-4-16T20:55:2,4
12.739,12.69,12.67,12.662,12.655,12.647,12.638,12.637,V,2022-4-16T20:58:24,1
14.368,14.313,14.29,14.294,14.292,14.285,14.305,14.317,V,2022-4-16T20:58:24,2
14.593,14.539,14.502,14.527,14.545,14.547,14.581,14.652,V,2022-4-16T20:58:24,3
13.806,13.756,13.745,13.74,13.718,13.707,13.708,13.718,V,2022-4-16T20:58:24,4
12.729,12.673,12.654,12.641,12.639,12.631,12.627,12.623,V,2022-4-16T21:2:34,1
14.402,14.331,14.311,14.289,14.291,14.307,14.318,14.345,V,2022-4-16T21:2:34,2
14.641,14.618,14.643,14.678,14.703,14.754,14.818,14.866,V,2022-4-16T21:2:34,3
13.823,13.768,13.753,13.723,13.712,13.685,13.684,13.672,V,2022-4-16T21:2:34,4
12.712,12.66,12.642,12.63,12.629,12.635,12.636,12.638,V,2022-4-16T21:5:55,1
14.397,14.335,14.307,14.285,14.284,14.287,14.278,14.282,V,2022-4-16T21:5:55,2
14.643,14.556,14.521,14.545,14.585,14.552,14.574,14.585,V,2022-4-16T21:5:55,3
13.835,13.773,13.746,13.711,13.704,13.693,13.695,13.661,V,2022-4-16T21:5:55,4
12.714,12.645,12.617,12.602,12.599,12.596,12.588,12.582,V,2022-4-16T21:9:53,1
14.429,14.325,14.289,14.281,14.285,14.267,14.267,14.248,V,2022-4-16T21:9:53,2
14.544,14.448,14.339,14.251,14.198,14.145,14.108,14.073,V,2022-4-16T21:9:53,3
13.861,13.8,13.792,13.752,13.743,13.73,13.726,13.729,V,2022-4-16T21:9:53,4
12.687,12.63,12.613,12.605,12.601,12.594,12.592,12.592,V,2022-4-16T21:13:15,1
14.404,14.326,14.3,14.271,14.263,14.225,14.209,14.196,V,2022-4-16T21:13:15,2
14.572,14.486,14.441,14.388,14.357,14.307,14.268,14.205,V,2022-4-16T21:13:15,3
13.823,13.76,13.739,13.711,13.681,13.671,13.656,13.649,V,2022-4-16T21:13:15,4
12.67,12.607,12.584,12.564,12.56,12.552,12.55,12.549,V,2022-4-16T21:16:36,1
14.391,14.332,14.287,14.29,14.287,14.293,14.295,14.269,V,2022-4-16T21:16:36,2
14.572,14.497,14.479,14.447,14.417,14.37,14.303,14.267,V,2022-4-16T21:16:36,3
13.874,13.822,13.796,13.758,13.746,13.734,13.733,13.729,V,2022-4-16T21:16:36,4
12.663,12.599,12.577,12.561,12.554,12.549,12.546,12.539,V,2022-4-16T21:20:49,1
14.412,14.359,14.323,14.291,14.293,14.291,14.299,14.331,V,2022-4-16T21:20:49,2
14.601,14.559,14.544,14.485,14.473,14.467,14.458,14.426,V,2022-4-16T21:20:49,3
13.858,13.781,13.761,13.737,13.712,13.702,13.679,13.674,V,2022-4-16T21:20:49,4
12.653,12.584,12.56,12.547,12.54,12.535,12.532,12.529,V,2022-4-16T21:24:9,1
14.43,14.367,14.339,14.351,14.337,14.308,14.299,14.273,V,2022-4-16T21:24:9,2
14.62,14.566,14.534,14.501,14.489,14.481,14.509,14.516,V,2022-4-16T21:24:9,3
13.868,13.791,13.752,13.728,13.704,13.701,13.691,13.682,V,2022-4-16T21:24:9,4
12.66,12.584,12.554,12.544,12.539,12.537,12.534,12.536,V,2022-4-16T21:27:29,1
14.445,14.354,14.36,14.328,14.322,14.32,14.293,14.293,V,2022-4-16T21:27:29,2
14.63,14.559,14.545,14.527,14.508,14.529,14.526,14.514,V,2022-4-16T21:27:29,3
13.862,13.785,13.764,13.738,13.722,13.701,13.701,13.699,V,2022-4-16T21:27:29,4
12.649,12.572,12.548,12.533,12.529,12.525,12.523,12.523,V,2022-4-16T21:30:49,1
14.44,14.348,14.316,14.311,14.313,14.282,14.285,14.27,V,2022-4-16T21:30:49,2
14.61,14.54,14.536,14.526,14.535,14.531,14.518,14.5,V,2022-4-16T21:30:49,3
13.862,13.79,13.754,13.729,13.715,13.695,13.699,13.702,V,2022-4-16T21:30:49,4
12.64,12.558,12.524,12.51,12.506,12.496,12.489,12.486,V,2022-4-16T21:34:9,1
14.445,14.362,14.345,14.328,14.335,14.348,14.367,14.366,V,2022-4-16T21:34:9,2
14.627,14.563,14.543,14.541,14.519,14.508,14.488,14.493,V,2022-4-16T21:34:9,3
13.885,13.81,13.777,13.743,13.728,13.722,13.712,13.696,V,2022-4-16T21:34:9,4
12.626,12.556,12.534,12.525,12.524,12.52,12.514,12.512,V,2022-4-16T21:37:30,1
14.422,14.338,14.312,14.312,14.305,14.299,14.284,14.273,V,2022-4-16T21:37:30,2
14.64,14.59,14.561,14.601,14.568,14.55,14.588,14.604,V,2022-4-16T21:37:30,3
13.867,13.798,13.767,13.745,13.731,13.711,13.708,13.69,V,2022-4-16T21:37:30,4
12.561,12.533,12.52,12.506,12.499,12.494,12.493,12.494,V,2022-4-16T21:41:13,1
14.378,14.342,14.355,14.363,14.375,14.375,14.391,14.384,V,2022-4-16T21:41:13,2
14.593,14.573,14.556,14.541,14.55,14.533,14.532,14.552,V,2022-4-16T21:41:13,3
13.825,13.793,13.778,13.762,13.744,13.743,13.757,13.775,V,2022-4-16T21:41:13,4
12.544,12.508,12.493,12.486,12.48,12.471,12.471,12.471,V,2022-4-16T21:44:57,1
14.415,14.395,14.378,14.363,14.355,14.353,14.349,14.337,V,2022-4-16T21:44:57,2
14.584,14.57,14.552,14.564,14.554,14.548,14.543,14.552,V,2022-4-16T21:44:57,3
13.831,13.799,13.778,13.743,13.736,13.732,13.724,13.715,V,2022-4-16T21:44:57,4
12.554,12.517,12.5,12.493,12.49,12.486,12.485,12.483,V,2022-4-16T21:48:40,1
14.378,14.345,14.328,14.31,14.296,14.284,14.261,14.246,V,2022-4-16T21:48:40,2
14.581,14.531,14.516,14.508,14.51,14.498,14.49,14.481,V,2022-4-16T21:48:40,3
13.82,13.788,13.768,13.726,13.718,13.708,13.713,13.718,V,2022-4-16T21:48:40,4
12.58,12.529,12.51,12.498,12.491,12.485,12.477,12.471,V,2022-4-16T21:53:20,1
14.419,14.353,14.342,14.333,14.325,14.323,14.32,14.298,V,2022-4-16T21:53:20,2
14.607,14.578,14.571,14.551,14.526,14.508,14.512,14.505,V,2022-4-16T21:53:20,3
13.85,13.796,13.769,13.741,13.714,13.685,13.681,13.679,V,2022-4-16T21:53:20,4
12.582,12.532,12.514,12.501,12.498,12.496,12.489,12.493,V,2022-4-16T21:57:28,1
14.435,14.399,14.369,14.353,14.349,14.357,14.366,14.373,V,2022-4-16T21:57:28,2
14.599,14.563,14.537,14.504,14.484,14.488,14.475,14.459,V,2022-4-16T21:57:28,3
13.838,13.789,13.765,13.737,13.725,13.713,13.712,13.701,V,2022-4-16T21:57:28,4
12.6,12.545,12.526,12.513,12.51,12.503,12.495,12.49,V,2022-4-16T22:0:50,1
14.419,14.355,14.335,14.302,14.3,14.284,14.275,14.253,V,2022-4-16T22:0:50,2
14.606,14.557,14.523,14.5,14.497,14.47,14.455,14.458,V,2022-4-16T22:0:50,3
13.868,13.813,13.782,13.739,13.722,13.702,13.689,13.684,V,2022-4-16T22:0:50,4
12.597,12.545,12.527,12.508,12.503,12.496,12.492,12.49,V,2022-4-16T22:4:11,1
14.407,14.368,14.322,14.301,14.294,14.304,14.327,14.337,V,2022-4-16T22:4:11,2
14.615,14.566,14.558,14.534,14.554,14.537,14.495,14.525,V,2022-4-16T22:4:11,3
13.867,13.811,13.78,13.735,13.719,13.707,13.702,13.688,V,2022-4-16T22:4:11,4
12.598,12.553,12.535,12.524,12.52,12.512,12.513,12.51,V,2022-4-16T22:8:15,1
14.423,14.369,14.346,14.317,14.304,14.298,14.322,14.319,V,2022-4-16T22:8:15,2
14.597,14.541,14.525,14.527,14.541,14.565,14.551,14.566,V,2022-4-16T22:8:15,3
13.867,13.821,13.801,13.775,13.757,13.746,13.749,13.743,V,2022-4-16T22:8:15,4
12.616,12.559,12.539,12.521,12.517,12.513,12.508,12.505,V,2022-4-16T22:11:37,1
14.428,14.376,14.352,14.338,14.323,14.308,14.325,14.343,V,2022-4-16T22:11:37,2
14.649,14.569,14.545,14.531,14.511,14.508,14.534,14.537,V,2022-4-16T22:11:37,3
13.881,13.822,13.793,13.775,13.759,13.737,13.729,13.736,V,2022-4-16T22:11:37,4
12.618,12.566,12.541,12.527,12.524,12.523,12.52,12.516,V,2022-4-16T22:16:10,1
14.438,14.393,14.375,14.347,14.34,14.358,14.341,14.333,V,2022-4-16T22:16:10,2
14.599,14.526,14.496,14.471,14.461,14.467,14.446,14.417,V,2022-4-16T22:16:10,3
13.88,13.833,13.808,13.792,13.776,13.764,13.757,13.763,V,2022-4-16T22:16:10,4
12.639,12.576,12.553,12.54,12.533,12.525,12.518,12.515,V,2022-4-16T22:19:30,1
14.458,14.384,14.341,14.337,14.335,14.346,14.348,14.335,V,2022-4-16T22:19:30,2
14.622,14.565,14.556,14.523,14.521,14.53,14.538,14.494,V,2022-4-16T22:19:30,3
13.897,13.832,13.822,13.792,13.765,13.749,13.746,13.735,V,2022-4-16T22:19:30,4
12.641,12.579,12.547,12.526,12.516,12.508,12.507,12.506,V,2022-4-16T22:23:57,1
14.453,14.395,14.37,14.362,14.358,14.371,14.394,14.393,V,2022-4-16T22:23:57,2
14.679,14.622,14.596,14.601,14.567,14.567,14.554,14.537,V,2022-4-16T22:23:57,3
13.883,13.825,13.8,13.761,13.745,13.727,13.715,13.706,V,2022-4-16T22:23:57,4
12.665,12.588,12.557,12.541,12.531,12.522,12.517,12.516,V,2022-4-16T22:27:20,1
14.487,14.418,14.381,14.36,14.362,14.38,14.397,14.416,V,2022-4-16T22:27:20,2
14.648,14.548,14.498,14.479,14.488,14.482,14.469,14.438,V,2022-4-16T22:27:20,3
13.911,13.853,13.819,13.789,13.775,13.753,13.757,13.765,V,2022-4-16T22:27:20,4
12.625,12.578,12.556,12.545,12.54,12.53,12.522,12.52,V,2022-4-16T22:30:42,1
14.429,14.388,14.369,14.375,14.359,14.361,14.332,14.306,V,2022-4-16T22:30:42,2
14.646,14.599,14.6,14.588,14.571,14.573,14.599,14.603,V,2022-4-16T22:30:42,3
13.85,13.803,13.783,13.741,13.726,13.713,13.703,13.717,V,2022-4-16T22:30:42,4
12.665,12.594,12.56,12.546,12.537,12.528,12.528,12.532,V,2022-4-16T22:34:5,1
14.467,14.432,14.386,14.397,14.414,14.399,14.396,14.439,V,2022-4-16T22:34:5,2
14.616,14.516,14.437,14.432,14.406,14.385,14.429,14.438,V,2022-4-16T22:34:5,3
13.912,13.832,13.791,13.754,13.729,13.729,13.697,13.674,V,2022-4-16T22:34:5,4
